Level,Date and Time,Source,Event ID,Task Category
Information,2/12/2023 4:30:49 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{13FD433C-E1F2-4180-93D8-C7E9765C8883}
	Rule Name:	Cortana
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:30:49 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{279219E8-185F-439A-8B5B-394E06641A5D}
	Rule Name:	Cortana
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:30:49 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{AD7A9BFF-A535-4D93-9C04-77F8E72058DF}
	Rule Name:	Cortana
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:30:49 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{1085B50A-F7F9-4FAA-91F0-4EF71CFD4EBF}
	Rule Name:	Cortana
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:30:49 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{05B65F7E-571C-4AD3-9E84-A7D01A1483B6}
	Rule Name:	Cortana
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:30:49 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{0BA299BB-7D3C-4321-94DC-0D1FEF4DB747}
	Rule Name:	Cortana
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:30:49 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{E8B5F4CA-5B1E-4F2E-95D0-5518118EF08D}
	Rule Name:	Cortana
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:29:34 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{E4A12859-46B6-40F2-9620-2D8330D0E154}
	Rule Name:	@{Microsoft.VP9VideoExtensions_1.0.52781.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.VP9VideoExtensions/Resources/AppStoreName}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:29:34 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{1802B789-3500-4966-BD3E-4126906C96A9}
	Rule Name:	@{Microsoft.VP9VideoExtensions_1.0.52781.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.VP9VideoExtensions/Resources/AppStoreName}
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:29:34 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{DC9F5F6C-62F5-43EE-AC99-3DD99414F349}
	Rule Name:	@{Microsoft.VP9VideoExtensions_1.0.22681.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.VP9VideoExtensions/Resources/AppStoreName}
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:29:34 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{9228F698-9EE3-4308-8196-BCFD29E82BB2}
	Rule Name:	@{Microsoft.VP9VideoExtensions_1.0.22681.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.VP9VideoExtensions/Resources/AppStoreName}
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:29:07 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{0B7A3B0A-2765-4B7F-BBDB-4B53EE357A1B}
	Rule Name:	@{Microsoft.XboxSpeechToTextOverlay_1.21.13002.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.XboxSpeechToTextOverlay/Resources/AppName}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:29:07 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{2A7369BC-267F-43F1-8BE9-50CF12A76B50}
	Rule Name:	@{Microsoft.XboxSpeechToTextOverlay_1.21.13002.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.XboxSpeechToTextOverlay/Resources/AppName}
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:29:07 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{57A78166-898B-4CE4-A0D5-0DE6F5E03BD4}
	Rule Name:	@{Microsoft.XboxSpeechToTextOverlay_1.17.29001.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.XboxSpeechToTextOverlay/Resources/AppName}
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:29:07 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{A4193F5D-3464-4941-BA16-53BC85730AEB}
	Rule Name:	@{Microsoft.XboxSpeechToTextOverlay_1.17.29001.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.XboxSpeechToTextOverlay/Resources/AppName}
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{1D5B67A5-C691-4827-B503-AE01281981E6}
	Rule Name:	Microsoft Store
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	Allow
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{4825E896-710D-4B47-93C9-E55774E6B774}
	Rule Name:	Microsoft Store
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{6E141DAB-5435-41BA-9E34-B458BD279B6D}
	Rule Name:	Microsoft Store
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{0AF58E8D-9D38-48A2-BCB6-E519217352A4}
	Rule Name:	Microsoft Store
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{00B81AF1-494F-45F4-8D74-54E27162C585}
	Rule Name:	Microsoft Store
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Public, Private
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	Require Authentication
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{5A893E6D-C3AA-404F-B1BF-B27E053E7ABB}
	Rule Name:	Microsoft Store
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Public, Private
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	Require Authentication
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{327008CF-C2D7-40E0-A77D-0B3DA6B0E0A4}
	Rule Name:	Microsoft Store
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{CD403442-0656-4E0E-AA44-AC790438B231}
	Rule Name:	Microsoft Store
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{984EF855-12A0-42BD-9622-3B3B048F5F3A}
	Rule Name:	Microsoft Store
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{DFADC457-A97A-4D91-9AB8-6C498947838C}
	Rule Name:	Microsoft Store
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{9B0AAD59-0A6D-4809-A2B3-F15B0C7435C6}
	Rule Name:	@{Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{634AD9CC-C5DC-4321-9CDA-1A1CBDE2677A}
	Rule Name:	@{Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{7F285E74-28DF-4B32-BD2E-46D7AFA92E17}
	Rule Name:	@{Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{E34A93EB-EB29-4F7B-AA73-062FBB90E1D2}
	Rule Name:	@{Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{B8EAA482-CA63-4CD1-9510-41EE476F8C6B}
	Rule Name:	@{Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:44 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{C6BC4212-0E4D-4711-9F8D-6F4A7605E0E3}
	Rule Name:	@{Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:40 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{3F49A5C9-3F91-400D-BD5A-ED39207ABD7A}
	Rule Name:	@{Microsoft.HEIFImageExtension_1.0.43012.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.HEIFImageExtension/Resources/AppStoreName}
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:40 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{D17A3C56-AD4B-442D-B24F-6E0F2A68ACAA}
	Rule Name:	@{Microsoft.HEIFImageExtension_1.0.43012.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.HEIFImageExtension/Resources/AppStoreName}
	Origin:	Local
	Active:	Yes
	Direction:	Inbound
	Profiles:	Private,Domain, Public
	Action:	Block
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:40 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{07B7E73C-514F-4460-B0B0-F0D8D266CC5D}
	Rule Name:	@{Microsoft.HEIFImageExtension_1.0.22742.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.HEIFImageExtension/Resources/AppStoreName}
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:40 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2006,None,"A rule has been deleted in the Windows Defender Firewall exception list.

Deleted Rule:
	Rule ID:	{48810991-00C8-417D-8F87-E5C59C7BB1C2}
	Rule Name:	@{Microsoft.HEIFImageExtension_1.0.22742.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.HEIFImageExtension/Resources/AppStoreName}
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
Information,2/12/2023 4:28:20 PM,Microsoft-Windows-Windows Firewall With Advanced Security,2004,None,"A rule has been added to the Windows Defender Firewall exception list.

Added Rule:
	Rule ID:	{821B5560-29C2-4FB4-9216-7AEE7B885E1E}
	Rule Name:	Xbox Game Bar Plugin
	Origin:	Local
	Active:	Yes
	Direction:	Outbound
	Profiles:	Private,Domain, Public
	Action:	Allow
	Application Path:	
	Service Name:	
	Protocol:	Any
	Security Options:	None
	Edge Traversal:	None
	Modifying User:	NT SERVICE\mpssvc
	Modifying Application:	C:\Windows\System32\svchost.exe"
